subj,session,block,trial,set_size,response,rt,correct,response_category
12,2,7,4,6,213,5.878,1,correct
12,2,7,5,6,428,3.093,1,correct
12,2,7,6,2,772,0.97,1,correct
12,2,7,7,6,533,-1,1,correct
12,2,7,8,8,116,6.983,1,correct
12,2,7,9,2,350,-1,1,correct
12,2,7,10,8,251,1.857,1,correct
12,2,7,11,8,904,5.038,1,correct
12,2,7,12,8,802,2.28,1,correct
12,2,7,13,4,889,2.27,1,correct
12,2,7,14,4,357,2.862,1,correct
12,2,7,15,8,1135,8.224,0,intrusion
12,2,7,16,2,294,1.057,1,correct
12,2,7,17,6,317,1.307,1,correct
12,2,7,18,6,225,1.578,1,correct
12,2,7,19,6,960,3.178,1,correct
12,2,7,20,6,812,8.025,1,correct
12,2,7,21,8,255,4.608,1,correct
12,2,7,22,4,655,1.116,1,correct
12,2,7,23,2,160,0.918,1,correct
12,2,7,24,4,1106,1.813,1,correct
12,2,7,25,4,754,2.151,1,correct
12,2,7,26,8,17,6.599,1,correct
12,2,7,27,8,1089,-1,1,correct
12,2,7,28,8,1055,3.075,1,correct
12,2,8,1,2,919,1.072,1,correct
12,2,8,2,6,753,3.001,1,correct
12,2,8,3,8,523,11.002,1,correct
12,2,8,4,6,530,2.371,1,correct
12,2,8,5,8,112,-1,1,correct
12,2,8,6,6,861,2.903,1,correct
12,2,8,7,6,1072,2.01,1,correct
12,2,8,8,4,96,1.316,1,correct
12,2,8,9,6,200,0.976,1,correct
12,2,8,10,8,327,2.236,1,correct
12,2,8,11,6,449,2.041,1,correct
12,2,8,12,4,762,1.074,1,correct
12,2,8,13,6,669,-1,1,correct
12,2,8,14,4,592,1.134,1,correct
12,2,8,15,2,272,-1,1,correct
12,2,8,16,8,122,1.273,1,correct
12,2,8,17,8,91,1.059,0,intrusion
12,2,8,18,2,268,0.955,1,correct
12,2,8,19,8,9,6.859,1,correct
12,2,8,20,6,870,1.34,1,correct
12,2,8,21,2,670,1.363,1,correct
12,2,8,22,4,290,2.946,1,correct
12,2,8,23,4,245,1.205,1,correct
12,2,8,24,8,1119,1.216,1,correct
12,2,8,25,8,413,5.842,0,new
12,2,8,26,8,782,4.575,1,correct
12,2,8,27,8,401,1.449,1,correct
12,2,8,28,4,813,-1,1,correct
12,3,1,1,8,765,6.375,1,correct
12,3,1,2,4,1151,1.634,1,correct
12,3,1,3,6,1160,4.815,1,correct
12,3,1,4,8,1037,4.385,1,correct
12,3,1,5,4,430,2.784,1,correct
12,3,1,6,8,98,9.486,1,correct
12,3,1,7,6,990,-1,1,correct
12,3,1,8,8,187,4.423,1,correct
12,3,1,9,4,552,0.911,1,correct
12,3,1,10,6,1078,5.445,0,intrusion
12,3,1,11,4,147,-1,1,correct
12,3,1,12,8,28,-1,1,correct
12,3,1,13,6,1118,7.331,0,intrusion
12,3,1,14,2,487,-1,1,correct
12,3,1,15,2,893,1.164,1,correct
12,3,1,16,8,1102,2.823,1,correct
12,3,1,17,4,222,1.552,1,correct
12,3,1,18,2,355,1.256,1,correct
12,3,1,19,6,921,2.743,1,correct
12,3,1,20,2,171,1.532,1,correct
12,3,1,21,6,26,1.196,1,correct
12,3,1,22,8,190,1.857,1,correct
12,3,1,23,6,130,1.254,1,correct
12,3,1,24,8,174,3.423,1,correct
12,3,1,25,8,14,1.188,1,correct
12,3,1,26,4,196,1.556,1,correct
12,3,1,27,8,1130,1.257,1,correct
12,3,1,28,6,777,2.925,1,correct
12,3,2,1,6,284,3.35,0,intrusion
12,3,2,2,4,1074,-1,0,new
12,3,2,3,4,1098,1.487,1,correct
12,3,2,4,2,117,0.957,1,correct
12,3,2,5,2,903,-1,1,correct
12,3,2,6,6,795,4.441,1,correct
12,3,2,7,2,850,0.962,1,correct
12,3,2,8,4,1080,1.95,1,correct
12,3,2,9,8,1125,1.845,1,correct
12,3,2,10,6,807,1.159,1,correct
12,3,2,11,6,501,-1,0,new
12,3,2,12,6,512,2.774,1,correct
12,3,2,13,8,855,2.142,0,intrusion
12,3,2,14,8,782,2.721,1,correct
12,3,2,15,8,734,3.496,1,correct
12,3,2,16,6,524,1.438,1,correct
12,3,2,17,8,367,11.171,1,correct
12,3,2,18,8,1073,-1,0,intrusion
12,3,2,19,8,5,5.607,1,correct
12,3,2,20,8,213,1.766,1,correct
12,3,2,21,4,314,2.2,1,correct
12,3,2,22,6,138,5.469,1,correct
12,3,2,23,4,754,1.764,1,correct
12,3,2,24,2,280,0.87,1,correct
12,3,2,25,6,175,3.083,1,correct
12,3,2,26,8,626,5.016,1,correct
12,3,2,27,4,1027,0.886,1,correct
12,3,2,28,8,1136,1.352,1,correct
12,3,3,1,6,241,2.346,1,correct
12,3,3,2,8,2,1.298,1,correct
12,3,3,3,8,902,2.902,1,correct
12,3,3,4,8,641,4.745,1,correct
12,3,3,5,4,576,4.651,1,correct
12,3,3,6,8,533,1.853,1,correct
12,3,3,7,4,272,-1,1,correct
12,3,3,8,2,253,1.517,1,correct
12,3,3,9,6,402,1.487,1,correct
12,3,3,10,6,992,1.456,1,correct
12,3,3,11,2,131,1.119,1,correct
12,3,3,12,6,507,11.103,1,correct
12,3,3,13,8,405,-1,1,correct
12,3,3,14,8,1162,1.305,1,correct
12,3,3,15,4,669,1.493,1,correct
12,3,3,16,8,928,2.735,1,correct
12,3,3,17,4,937,1.023,1,correct
12,3,3,18,6,681,-1,1,correct
12,3,3,19,4,951,1.49,1,correct
12,3,3,20,6,1122,1.405,1,correct
12,3,3,21,4,808,1.002,1,correct
12,3,3,22,8,237,3.333,1,correct
12,3,3,23,8,442,7.434,0,intrusion
12,3,3,24,6,404,3.005,1,correct
12,3,3,25,2,548,1.076,1,correct
12,3,3,26,8,609,2.058,1,correct
12,3,3,27,6,1117,7.232,1,correct
12,3,3,28,2,249,-1,1,correct
12,3,4,1,8,110,9.128,1,correct
12,3,4,2,8,429,-1,1,correct
12,3,4,3,6,12,4.529,1,correct
12,3,4,4,8,905,2.873,1,correct
12,3,4,5,4,896,-1,1,correct
12,3,4,6,6,1170,1.296,1,correct
12,3,4,7,6,783,-1,1,correct
12,3,4,8,8,1189,1.521,1,correct
12,3,4,9,4,493,1.391,1,correct
12,3,4,10,4,1000,1.666,1,correct
12,3,4,11,6,1031,1.24,1,correct
12,3,4,12,4,484,1.045,1,correct
12,3,4,13,8,730,5.757,1,correct
12,3,4,14,2,1180,1.025,1,correct
12,3,4,15,6,725,2.279,1,correct
12,3,4,16,2,435,-1,1,correct
12,3,4,17,8,97,2.654,1,correct
12,3,4,18,8,125,1.835,1,correct
12,3,4,19,6,218,1.004,1,correct
12,3,4,20,2,889,0.915,1,correct
12,3,4,21,8,963,2.538,1,correct
12,3,4,22,8,338,1.496,1,correct
12,3,4,23,4,352,1.593,1,correct
12,3,4,24,6,441,2.332,1,correct
12,3,4,25,8,86,1.371,1,correct
12,3,4,26,4,1121,1.551,1,correct
12,3,4,27,2,1196,0.938,1,correct
12,3,4,28,6,317,1.176,1,correct
12,3,5,1,2,515,1.202,1,correct
12,3,5,2,6,571,1.995,1,correct
12,3,5,3,4,684,1.643,1,correct
12,3,5,4,4,616,1.018,1,correct
12,3,5,5,6,716,-1,1,correct
12,3,5,6,4,217,2.525,0,intrusion
12,3,5,7,8,143,4.739,1,correct
12,3,5,8,8,1041,6.355,1,correct
12,3,5,9,8,1094,1.732,1,correct
12,3,5,10,6,1050,2.451,1,correct
12,3,5,11,4,534,2.517,1,correct
12,3,5,12,6,1010,2.627,1,correct
12,3,5,13,4,844,-1,1,correct
12,3,5,14,4,1174,1.083,1,correct
12,3,5,15,8,296,1.379,1,correct
12,3,5,16,2,511,0.835,1,correct
12,3,5,17,8,707,6.482,1,correct
12,3,5,18,8,573,1.525,1,correct
12,3,5,19,6,166,1.097,1,correct
12,3,5,20,6,516,3.664,1,correct
12,3,5,21,8,191,10.235,1,correct
12,3,5,22,6,133,1.274,1,correct
12,3,5,23,8,326,7.04,1,correct
12,3,5,24,2,266,-1,1,correct
12,3,5,25,8,343,18.491,0,intrusion
12,3,5,26,2,383,0.977,1,correct
12,3,5,27,6,450,1.165,1,correct
12,3,5,28,8,952,-1,1,correct
12,3,6,1,6,763,-1,0,intrusion
12,3,6,2,2,655,1.001,1,correct
12,3,6,3,6,918,1.633,1,correct
12,3,6,4,4,945,1.756,1,correct
12,3,6,5,6,803,0.901,1,correct
12,3,6,6,8,165,1.44,0,intrusion
12,3,6,7,8,1041,5.392,1,correct
12,3,6,8,6,315,3.551,1,correct
12,3,6,9,6,962,4.502,1,correct
12,3,6,10,2,1072,1.055,1,correct
12,3,6,11,8,934,0.941,0,intrusion
12,3,6,12,6,1043,1.956,1,correct
12,3,6,13,8,139,3.104,1,correct
12,3,6,14,4,589,1.462,1,correct
12,3,6,15,8,16,22.403,0,intrusion
12,3,6,16,8,862,1.338,1,correct
12,3,6,17,8,208,1.281,1,correct
12,3,6,18,6,562,0.956,1,correct
12,3,6,19,2,771,-1,1,correct
12,3,6,20,4,691,1.165,1,correct
12,3,6,21,4,176,-1,1,correct
12,3,6,22,2,842,1.427,1,correct
12,3,6,23,8,710,1.412,1,correct
12,3,6,24,8,143,-1,1,correct
12,3,6,25,8,138,2.547,1,correct
12,3,6,26,4,1113,1.077,1,correct
12,3,6,27,6,561,6.227,1,correct
12,3,6,28,4,1044,1.728,1,correct
12,3,7,1,2,1120,0.84,1,correct
12,3,7,2,8,725,3.881,0,intrusion
12,3,7,3,8,1046,1.262,1,correct
12,3,7,4,8,170,1.699,1,correct
12,3,7,5,4,1129,0.878,1,correct
12,3,7,6,6,255,2.893,1,correct
12,3,7,7,6,1188,-1,1,correct
12,3,7,8,6,413,2.797,1,correct
12,3,7,9,8,499,3.73,1,correct
12,3,7,10,4,156,1.83,1,correct
12,3,7,11,2,1114,1.245,1,correct
12,3,7,12,2,621,1.579,1,correct
12,3,7,13,4,928,1.11,1,correct
12,3,7,14,8,94,9.219,1,correct
12,3,7,15,8,60,1.434,1,correct
12,3,7,16,2,306,-1,1,correct
12,3,7,17,6,685,1.876,1,correct
12,3,7,18,6,433,2.577,1,correct
12,3,7,19,4,882,1.333,1,correct
12,3,7,20,8,1111,-1,0,intrusion
12,3,7,21,4,425,-1,1,correct
12,3,7,22,8,960,2.019,1,correct
12,3,7,23,6,278,2.962,1,correct
12,3,7,24,6,915,1.716,1,correct
12,3,7,25,8,987,6.527,0,intrusion
12,3,7,26,6,523,2.059,0,intrusion
12,3,7,27,8,319,2.209,1,correct
12,3,7,28,4,631,1.991,1,correct
12,3,8,1,4,158,2.169,1,correct
12,3,8,2,6,563,1.297,1,correct
12,3,8,3,6,1156,-1,1,correct
12,3,8,4,4,574,1.092,1,correct
12,3,8,5,8,503,11.79,0,intrusion
12,3,8,6,6,739,1.034,1,correct
12,3,8,7,8,657,4.258,1,correct
12,3,8,8,8,380,2.436,1,correct
12,3,8,9,2,557,0.962,1,correct
12,3,8,10,6,50,4.908,1,correct
12,3,8,11,8,1127,1.456,1,correct
12,3,8,12,8,315,-1,0,new
12,3,8,13,8,728,1.602,1,correct
12,3,8,14,6,771,19.993,1,correct
12,3,8,15,6,709,7.468,1,correct
12,3,8,16,8,763,7.506,0,intrusion
12,3,8,17,6,310,1.916,1,correct
12,3,8,18,8,974,4.083,1,correct
12,3,8,19,6,1093,1.141,1,correct
12,3,8,20,4,216,1.259,1,correct
12,3,8,21,2,650,-1,1,correct
12,3,8,22,2,1072,0.827,1,correct
12,3,8,23,8,416,2.968,1,correct
12,3,8,24,4,1103,0.766,1,correct
12,3,8,25,8,813,4.775,1,correct
12,3,8,26,4,1081,-1,1,correct
12,3,8,27,2,963,1.293,1,correct
12,3,8,28,4,176,0.909,1,correct
13,1,1,1,4,429,1.263,1,correct
13,1,1,2,6,1133,-1,1,correct
13,1,1,3,6,706,3.814,1,correct
13,1,1,4,2,235,1.237,1,correct
13,1,1,5,2,654,1.027,1,correct
13,1,1,6,6,48,3.413,1,correct
13,1,1,7,6,537,2.608,1,correct
13,1,1,8,8,781,2.486,1,correct
13,1,1,9,6,1100,1.787,1,correct
13,1,1,10,4,408,2.024,1,correct
13,1,1,11,8,78,3.767,1,correct
13,1,1,12,8,1103,6.176,0,intrusion
13,1,1,13,8,36,4.666,0,intrusion
13,1,1,14,8,373,-1,1,correct
13,1,1,15,4,334,-1,1,correct
13,1,1,16,6,827,10.261,1,correct
13,1,1,17,8,269,7.424,1,correct
13,1,1,18,4,1154,2.862,1,correct
13,1,1,19,8,192,4.669,1,correct
13,1,1,20,8,1062,7.632,1,correct
13,1,1,21,4,1152,1.701,1,correct
13,1,1,22,6,366,2.113,1,correct
13,1,1,23,4,1130,2.21,1,correct
13,1,1,24,2,835,1.376,1,correct
13,1,1,25,2,913,-1,1,correct
13,1,1,26,8,758,2.836,1,correct
13,1,1,27,8,1182,3.577,1,correct
13,1,1,28,6,496,1.794,0,intrusion
13,1,2,1,6,177,2.176,1,correct
13,1,2,2,8,975,4.46,0,intrusion
13,1,2,3,6,39,4.098,0,intrusion
13,1,2,4,4,641,3.775,1,correct
13,1,2,5,8,850,5.775,1,correct
13,1,2,6,8,605,3.502,0,intrusion
13,1,2,7,2,697,-1,1,correct
13,1,2,8,2,1064,1.254,1,correct
13,1,2,9,6,167,2.154,1,correct
13,1,2,10,6,86,-1,1,correct
13,1,2,11,6,648,4.701,1,correct
13,1,2,12,6,326,2.021,1,correct
13,1,2,13,4,190,-1,1,correct
13,1,2,14,8,416,2.477,1,correct
13,1,2,15,2,353,1.02,1,correct
13,1,2,16,4,1136,1.917,1,correct
13,1,2,17,8,734,-1,0,intrusion
13,1,2,18,6,597,2.433,1,correct
13,1,2,19,6,392,5.579,1,correct
13,1,2,20,4,941,1.646,1,correct
13,1,2,21,8,696,2.615,1,correct
13,1,2,22,8,695,10.155,1,correct
13,1,2,23,2,484,2.161,1,correct
13,1,2,24,8,744,5.075,0,intrusion
13,1,2,25,8,219,3.329,1,correct
13,1,2,26,4,426,1.728,1,correct
13,1,2,27,4,98,2.146,1,correct
13,1,2,28,8,963,3.445,1,correct
13,1,3,1,2,915,1.65,1,correct
13,1,3,2,8,937,2.805,1,correct
13,1,3,3,4,1107,1.258,1,correct
13,1,3,4,8,1047,2.208,1,correct
13,1,3,5,2,197,-1,1,correct
13,1,3,6,4,616,2.307,1,correct
13,1,3,7,6,998,1.976,1,correct
13,1,3,8,8,1129,4.34,1,correct
13,1,3,9,6,1,2.623,1,correct
13,1,3,10,6,515,5.238,0,intrusion
13,1,3,11,2,681,1.467,1,correct
13,1,3,12,8,96,-1,0,intrusion
13,1,3,13,6,1091,4.789,0,intrusion
13,1,3,14,4,239,2.085,1,correct
13,1,3,15,4,91,1.418,1,correct
13,1,3,16,6,802,2.365,1,correct
13,1,3,17,8,1193,6.752,0,intrusion
13,1,3,18,8,259,1.996,1,correct
13,1,3,19,8,1052,2.263,1,correct
13,1,3,20,8,208,9.587,0,intrusion
13,1,3,21,8,628,8.444,1,correct
13,1,3,22,6,31,3.496,1,correct
13,1,3,23,2,741,1.211,1,correct
13,1,3,24,4,1146,-1,1,correct
13,1,3,25,4,452,2.29,1,correct
13,1,3,26,6,640,-1,1,correct
13,1,3,27,6,693,3.469,1,correct
13,1,3,28,8,762,7.603,1,correct
13,1,4,1,2,394,2.001,1,correct
13,1,4,2,8,607,26.149,1,correct
13,1,4,3,8,116,2.31,1,correct
13,1,4,4,8,627,18.206,0,new
13,1,4,5,4,711,1.643,1,correct
13,1,4,6,8,670,3.93,0,intrusion
13,1,4,7,4,948,-1,1,correct
13,1,4,8,4,511,13.614,1,correct
13,1,4,9,8,1078,2.915,1,correct
13,1,4,10,6,1196,10.989,1,correct
13,1,4,11,2,447,1.779,1,correct
13,1,4,12,6,486,14.936,1,correct
13,1,4,13,8,651,2.942,1,correct
13,1,4,14,8,553,2.234,1,correct
13,1,4,15,2,438,-1,1,correct
13,1,4,16,2,907,11.085,1,correct
13,1,4,17,6,1011,-1,1,correct
13,1,4,18,4,1057,1.836,1,correct
13,1,4,19,4,666,1.796,1,correct
13,1,4,20,6,1049,3.166,1,correct
13,1,4,21,4,900,2.11,1,correct
13,1,4,22,8,305,-1,1,correct
13,1,4,23,6,292,6.855,0,intrusion
13,1,4,24,6,530,3.447,1,correct
13,1,4,25,6,922,3.061,1,correct
13,1,4,26,8,175,13.28,1,correct
13,1,4,27,6,1071,3.577,1,correct
13,1,4,28,8,1161,1.789,1,correct
13,1,5,1,6,107,5.134,0,new
13,1,5,2,8,992,6.653,1,correct
13,1,5,3,4,570,-1,1,correct
13,1,5,4,2,723,1.48,1,correct
13,1,5,5,4,927,2.28,1,correct
13,1,5,6,2,195,1.891,1,correct
13,1,5,7,8,393,6.374,1,correct
13,1,5,8,6,903,3.279,1,correct
13,1,5,9,8,784,9.982,1,correct
13,1,5,10,4,503,2.122,1,correct
13,1,5,11,8,265,3.485,1,correct
13,1,5,12,4,128,2.662,1,correct
13,1,5,13,6,955,4.813,1,correct
13,1,5,14,8,1033,3.741,1,correct
13,1,5,15,8,313,2.01,1,correct
13,1,5,16,8,690,-1,1,correct
13,1,5,17,8,786,4.961,0,intrusion
13,1,5,18,4,66,1.688,1,correct
13,1,5,19,6,449,-1,1,correct
13,1,5,20,6,202,5.129,1,correct
13,1,5,21,6,355,1.902,1,correct
13,1,5,22,2,346,1.181,1,correct
13,1,5,23,4,1018,2.019,1,correct
13,1,5,24,2,246,-1,1,correct
13,1,5,25,8,272,6.354,0,intrusion
13,1,5,26,6,349,3.916,1,correct
13,1,5,27,6,793,2.858,1,correct
13,1,5,28,8,399,2.17,1,correct
13,1,6,1,8,428,3.485,1,correct
13,1,6,2,2,45,2.578,1,correct
13,1,6,3,2,465,1.06,1,correct
13,1,6,4,8,239,-1,0,intrusion
13,1,6,5,8,142,3.273,1,correct
13,1,6,6,2,1029,-1,1,correct
13,1,6,7,8,655,5.689,0,intrusion
13,1,6,8,6,671,33.056,1,correct
13,1,6,9,6,806,3.011,1,correct
13,1,6,10,8,184,2.655,1,correct
13,1,6,11,8,94,2.748,1,correct
13,1,6,12,6,64,2.42,1,correct
13,1,6,13,4,848,3.368,1,correct
13,1,6,14,6,660,9.492,1,correct
13,1,6,15,4,155,3.661,1,correct
13,1,6,16,8,5,4.145,0,intrusion
13,1,6,17,8,590,3.353,0,intrusion
13,1,6,18,2,792,3.292,1,correct
13,1,6,19,4,710,2.374,1,correct
13,1,6,20,6,501,3.765,1,correct
13,1,6,21,6,443,-1,1,correct
13,1,6,22,6,1168,2.929,1,correct
13,1,6,23,4,951,2.264,1,correct
13,1,6,24,4,337,1.27,1,correct
13,1,6,25,4,721,-1,1,correct
13,1,6,26,8,952,7.542,0,intrusion
13,1,6,27,6,361,2.611,1,correct
13,1,6,28,8,468,2.678,0,intrusion
13,1,7,1,6,630,1.629,1,correct
13,1,7,2,6,809,2.27,1,correct
13,1,7,3,2,10,0.891,1,correct
13,1,7,4,8,325,4.933,1,correct
13,1,7,5,8,752,2.448,1,correct
13,1,7,6,8,196,5.063,0,intrusion
13,1,7,7,8,513,3.965,0,intrusion
13,1,7,8,8,873,-1,1,correct
13,1,7,9,6,1034,1.801,1,correct
13,1,7,10,6,74,3.236,0,intrusion
13,1,7,11,8,537,3.797,1,correct
13,1,7,12,4,94,1.996,1,correct
13,1,7,13,6,931,3.339,1,correct
13,1,7,14,8,806,3.421,1,correct
13,1,7,15,4,1131,1.494,1,correct
13,1,7,16,8,1121,6.265,0,intrusion
13,1,7,17,4,516,1.054,1,correct
13,1,7,18,8,1188,5.909,1,correct
13,1,7,19,6,961,-1,1,correct
13,1,7,20,8,463,3.297,1,correct
13,1,7,21,6,410,2.085,1,correct
13,1,7,22,4,604,2.195,1,correct
13,1,7,23,6,368,1.934,1,correct
13,1,7,24,4,962,1.94,1,correct
13,1,7,25,2,32,1.573,1,correct
13,1,7,26,2,31,-1,1,correct
13,1,7,27,2,20,1.142,0,intrusion
13,1,7,28,4,481,-1,1,correct
13,2,1,1,6,686,1.023,1,correct
13,2,1,2,8,155,3.565,0,intrusion
13,2,1,3,4,290,1.808,1,correct
13,2,1,4,4,696,0.914,1,correct
13,2,1,5,4,656,0.849,1,correct
13,2,1,6,6,652,2.418,1,correct
13,2,1,7,4,60,1.564,1,correct
13,2,1,8,6,722,1.979,1,correct
13,2,1,9,6,996,2.6,1,correct
13,2,1,10,8,47,7.888,0,intrusion
13,2,1,11,6,769,1.508,1,correct
13,2,1,12,2,487,1.002,1,correct
13,2,1,13,6,131,2.316,1,correct
13,2,1,14,8,484,6.178,0,intrusion
13,2,1,15,8,368,-1,0,intrusion
13,2,1,16,6,110,4.182,1,correct
13,2,1,17,8,191,1.21,1,correct
13,2,1,18,8,506,4.065,1,correct
13,2,1,19,2,385,-1,1,correct
13,2,1,20,4,100,-1,1,correct
13,2,1,21,8,889,1.196,1,correct
13,2,1,22,2,804,0.983,1,correct
13,2,1,23,8,1011,8.99,1,correct
13,2,1,24,2,619,1.029,1,correct
13,2,1,25,8,812,3.241,1,correct
13,2,1,26,6,124,-1,0,intrusion
13,2,1,27,4,868,2.089,1,correct
13,2,1,28,8,1166,4.593,0,intrusion
13,2,2,1,4,322,1.894,1,correct
13,2,2,2,6,867,2.55,1,correct
13,2,2,3,8,292,-1,0,intrusion
13,2,2,4,4,940,1.219,1,correct
13,2,2,5,4,718,2.527,1,correct
13,2,2,6,8,238,2.594,1,correct
13,2,2,7,6,1092,11.206,1,correct
13,2,2,8,2,730,0.885,1,correct
13,2,2,9,4,462,1.12,1,correct
13,2,2,10,6,424,1.138,1,correct
13,2,2,11,8,426,2.098,1,correct
13,2,2,12,6,45,-1,0,new
13,2,2,13,8,213,2.7,1,correct
13,2,2,14,8,775,1.69,1,correct
13,2,2,15,2,924,1.441,1,correct
13,2,2,16,8,411,2.8,1,correct
13,2,2,17,4,61,1.36,1,correct
13,2,2,18,2,992,1.182,1,correct
13,2,2,19,8,916,3.707,1,correct
13,2,2,20,8,314,2.949,1,correct
13,2,2,21,6,548,2.292,1,correct
13,2,2,22,8,307,4.113,0,intrusion
13,2,2,23,6,808,4.572,1,correct
13,2,2,24,2,856,-1,1,correct
13,2,2,25,6,386,1.908,1,correct
13,2,2,26,4,698,-1,1,correct
13,2,2,27,6,576,4.023,0,intrusion
13,2,2,28,8,648,2.117,1,correct
13,2,3,1,2,310,2.082,1,correct
13,2,3,2,6,640,1.897,1,correct
13,2,3,3,4,184,1.166,1,correct
13,2,3,4,8,413,-1,1,correct
13,2,3,5,8,28,2.851,1,correct
13,2,3,6,8,745,1.406,1,correct
13,2,3,7,6,161,1.19,1,correct
13,2,3,8,2,1187,-1,1,correct
13,2,3,9,8,524,5.411,1,correct
13,2,3,10,6,205,-1,0,new
13,2,3,11,4,1055,1.707,1,correct
13,2,3,12,8,69,3.182,1,correct
13,2,3,13,6,510,3.45,1,correct
13,2,3,14,6,834,3.21,1,correct
13,2,3,15,8,112,6.744,0,intrusion
13,2,3,16,6,1150,4.357,1,correct
13,2,3,17,8,1004,3.664,0,intrusion
13,2,3,18,4,1087,1.381,1,correct
13,2,3,19,4,678,1.614,1,correct
13,2,3,20,4,1052,-1,1,correct
13,2,3,21,2,641,0.87,1,correct
13,2,3,22,8,463,1.54,1,correct
13,2,3,23,2,497,1.5,1,correct
13,2,3,24,6,227,2.911,1,correct
13,2,3,25,6,6,11.586,1,correct
13,2,3,26,8,1180,8.563,0,intrusion
13,2,3,27,8,318,2.854,1,correct
13,2,3,28,4,1006,2.159,1,correct
13,2,4,1,6,312,2.067,1,correct
13,2,4,2,2,1193,0.754,1,correct
13,2,4,3,8,144,-1,1,correct
13,2,4,4,6,1162,8.147,0,intrusion
13,2,4,5,4,533,2.078,1,correct
13,2,4,6,6,440,1.689,1,correct
13,2,4,7,4,485,1.787,1,correct
13,2,4,8,8,549,1.566,1,correct
13,2,4,9,8,681,6.557,1,correct
13,2,4,10,6,839,1.699,1,correct
13,2,4,11,6,544,-1,1,correct
13,2,4,12,8,173,6.374,0,intrusion
13,2,4,13,4,1100,1.535,1,correct
13,2,4,14,8,222,1.8,1,correct
13,2,4,15,4,1133,2.078,1,correct
13,2,4,16,6,604,1.394,1,correct
13,2,4,17,8,1154,6.952,0,intrusion
13,2,4,18,2,283,-1,1,correct
13,2,4,19,6,118,2.799,1,correct
13,2,4,20,8,805,4.564,0,intrusion
13,2,4,21,8,276,3.132,1,correct
13,2,4,22,8,822,8.698,0,intrusion
13,2,4,23,4,855,-1,1,correct
13,2,4,24,2,57,1.143,1,correct
13,2,4,25,2,1124,3.491,1,correct
13,2,4,26,8,268,3.629,0,intrusion
13,2,4,27,4,263,1.876,1,correct
13,2,4,28,6,1069,1.594,1,correct
13,2,5,1,8,602,3.251,0,intrusion
13,2,5,2,2,473,-1,1,correct
13,2,5,3,4,96,1.877,1,correct
13,2,5,4,8,45,-1,0,new
13,2,5,5,8,957,6.149,1,correct
13,2,5,6,4,559,-1,1,correct
13,2,5,7,6,799,2.848,1,correct
13,2,5,8,6,813,4.659,1,correct
13,2,5,9,8,321,5.298,1,correct
13,2,5,10,4,77,1.332,1,correct
13,2,5,11,8,168,2.43,1,correct
13,2,5,12,6,999,6.26,0,intrusion
13,2,5,13,6,258,1.242,1,correct
13,2,5,14,6,494,3.669,0,intrusion
13,2,5,15,8,556,6.872,1,correct
13,2,5,16,6,4,1.433,0,intrusion
13,2,5,17,8,83,9.278,0,intrusion
13,2,5,18,4,68,1.738,1,correct
13,2,5,19,8,486,2.054,1,correct
13,2,5,20,2,433,1.722,1,correct
13,2,5,21,6,1063,2.143,1,correct
13,2,5,22,8,1102,2.723,1,correct
13,2,5,23,2,26,0.968,1,correct
13,2,5,24,4,1115,1.69,1,correct
13,2,5,25,6,381,-1,1,correct
13,2,5,26,8,707,4.591,0,intrusion
13,2,5,27,4,635,1.872,1,correct
13,2,5,28,2,937,1.003,1,correct
13,2,6,1,8,837,-1,1,correct
13,2,6,2,4,658,1.874,1,correct
13,2,6,3,2,1003,-1,1,correct
13,2,6,4,4,915,2.208,1,correct
13,2,6,5,8,362,3.251,1,correct
13,2,6,6,4,520,2.037,1,correct
13,2,6,7,4,993,-1,1,correct
13,2,6,8,2,33,1.193,1,correct
13,2,6,9,6,230,1.336,1,correct
13,2,6,10,6,1009,-1,1,correct
13,2,6,11,8,1093,4.124,1,correct
13,2,6,12,6,568,3.203,1,correct
13,2,6,13,2,998,0.866,1,correct
13,2,6,14,6,150,0.966,1,correct
13,2,6,15,8,944,3.255,1,correct
13,2,6,16,8,380,2.303,1,correct
13,2,6,17,6,932,1.847,1,correct
13,2,6,18,6,636,6.073,0,intrusion
13,2,6,19,4,97,1.706,1,correct
13,2,6,20,6,878,5.569,1,correct
13,2,6,21,8,217,6.645,1,correct
13,2,6,22,8,725,3.926,1,correct
13,2,6,23,8,984,5.2,1,correct
13,2,6,24,2,802,1.386,1,correct
13,2,6,25,4,982,1.328,1,correct
13,2,6,26,8,967,3.189,0,intrusion
13,2,6,27,8,45,2.532,1,correct
13,2,6,28,6,865,9.474,0,intrusion
13,2,7,1,6,924,-1,0,intrusion
13,2,7,2,6,356,2.515,1,correct
13,2,7,3,8,831,5.337,1,correct
13,2,7,4,4,942,1.621,1,correct
13,2,7,5,8,77,3.115,1,correct
13,2,7,6,4,1047,-1,1,correct
13,2,7,7,6,161,4.656,0,intrusion
13,2,7,8,4,949,1.405,1,correct
13,2,7,9,6,556,2.364,0,intrusion
13,2,7,10,2,347,-1,1,correct
13,2,7,11,6,1038,2.731,1,correct
13,2,7,12,4,216,1.528,1,correct
13,2,7,13,8,576,2.612,1,correct
13,2,7,14,2,396,0.827,1,correct
13,2,7,15,8,535,3.006,0,intrusion
13,2,7,16,6,484,3.11,1,correct
